74	11001111	207	10001110
74	10101111	175	10001111
74	10010111	151	10010000
74	10111110	190	10010001
74	11011110	222	10010010
75	11100111	231	10010011
75	11010101	213	10010100
75	00111000	56	10010101
36	01001010	74	100101100
39	00110010	50	100101101
76	10100111	167	10010111
151	00000010	2	1001100
76	10011101	157	10011010
76	11010111	215	10011011
76	11100001	225	10011100
76	10100100	164	10011101
77	01100000	96	10011110
77	00111011	59	10011111
77	00111100	60	10100000
77	00010010	18	10100001
77	00010111	23	10100010
77	11101101	237	10100011
77	00000111	7	10100100
78	10110001	177	10100101
78	11011101	221	10100110
78	01110110	118	10100111
79	10011011	155	10101000
79	00101100	44	10101001
79	11011000	216	10101010
79	11100010	226	10101011
79	01110111	119	10101100
80	11111100	252	10101101
80	01111000	120	10101110
81	10001001	137	10101111
81	00011111	31	10110000
81	00101110	46	10110001
162	00000001	1	1011001
81	10010011	147	10110100
41	10010101	149	101101010
41	10101010	170	101101011
82	00011011	27	10110110
82	10011111	159	10110111
83	10001110	142	10111000
83	10101001	169	10111001
84	01011000	88	10111010
84	11100101	229	10111011
84	00001110	14	10111100
85	01101111	111	10111101
85	01101110	110	10111110
86	01111110	126	10111111
86	10000001	129	11000000
86	10111100	188	11000001
86	01111100	124	11000010
86	00101010	42	11000011
42	10010100	148	110001000
44	01100001	97	110001001
86	01100111	103	11000101
87	01001110	78	11000110
87	00001111	15	11000111
174	10000000	128	1100100
87	11101111	239	11001010
87	00011101	29	11001011
44	11000001	193	110011000
44	01100101	101	110011001
89	01011111	95	11001101
89	11111010	250	11001110
91	00110100	52	11001111
181	00010001	17	1101000
45	01001011	75	110100100
46	01110011	115	110100101
91	11111101	253	11010011
91	01001000	72	11010100
93	11011111	223	11010101
93	00111111	63	11010110
46	01000001	65	110101110
47	11010110	214	110101111
94	11101100	236	11011000
47	10000010	130	110110010
47	00101001	41	110110011
96	01010100	84	11011010
96	00100000	32	11011011
48	10100001	161	110111000
49	11101010	234	110111001
97	00000100	4	11011101
195	00100010	34	1101111
49	00110001	49	111000000
49	01000110	70	111000001
98	11111000	248	11100001
98	10010010	146	11100010
99	11111011	251	11100011
99	10110110	182	11100100
50	00100001	33	111001010
50	11001000	200	111001011
50	11001010	202	111001100
50	11110010	242	111001101
101	11110111	247	11100111
201	01000100	68	1110100
50	01001100	76	111010100
51	00011000	24	111010101
51	10100101	165	111010110
51	01010001	81	111010111
51	10000101	133	111011000
52	10111010	186	111011001
52	01011010	90	111011010
52	01100010	98	111011011
104	11100000	224	11101110
52	10001100	140	111011110
52	01111010	122	111011111
208	10001000	136	1111000
52	11110100	244	111100100
52	00011001	25	111100101
105	11110000	240	11110011
52	10000110	134	111101000
53	01101000	104	111101001
53	00111001	57	111101010
53	00110110	54	111101011
106	11000000	192	11110110
53	10111000	184	111101110
53	01000011	67	111101111
53	00100101	37	111110000
53	10101110	174	111110001
106	01111111	127	11111001
107	00000011	3	11111010
54	00110101	53	111110110
54	11000010	194	111110111
108	10111111	191	11111100
54	10101101	173	111111010
54	10001010	138	111111011
109	11011011	219	11111110
109	10010001	145	11111111
